train_corpus;test_corpus;features;metric;value;std
myUSP;myUSP;combined_14;accuracy;0.8438297872340427;0.026441253417712335
myUSP;myUSP;combined_14;precision;0.8150643587057145;0.026110663549714672
myUSP;myUSP;combined_14;recall;0.9984375;0.006810779599282303
myUSP;myUSP;combined_14;f1;0.8972338846188458;0.01575745423365306
myUSP;myUSP;combined_14;auc;0.9538541666666667;0.022778704037738604
myUSP;myUSP;sep_14_raw;accuracy;0.8359574468085108;0.02712995401227237
myUSP;myUSP;sep_14_raw;precision;0.80714636942523;0.025909306314190434
myUSP;myUSP;sep_14_raw;recall;0.9990625;0.0053308506591349955
myUSP;myUSP;sep_14_raw;f1;0.8926700924807904;0.01587755742383418
myUSP;myUSP;sep_14_raw;auc;0.9463958333333333;0.02105477108440429
myUSP;myUSP;sep_14_a01;accuracy;0.8331914893617022;0.025303946803946403
myUSP;myUSP;sep_14_a01;precision;0.8042501560501978;0.024250754980413892
myUSP;myUSP;sep_14_a01;recall;0.999375;0.0043749999999999995
myUSP;myUSP;sep_14_a01;f1;0.8910501292725695;0.014822918848342454
myUSP;myUSP;sep_14_a01;auc;0.9515624999999999;0.020044167809975165
myUSP;myUSP;sep_14_a02;accuracy;0.8361702127659575;0.02526455763199558
myUSP;myUSP;sep_14_a02;precision;0.8103661252517046;0.02403732144715856
myUSP;myUSP;sep_14_a02;recall;0.9928125;0.013873733050264446
myUSP;myUSP;sep_14_a02;f1;0.8921085995135839;0.015223954774990478
myUSP;myUSP;sep_14_a02;auc;0.9449791666666667;0.021836464072611323
myUSP;myUSP;spectral_15;accuracy;0.8170212765957447;0.020184751022351365
myUSP;myUSP;spectral_15;precision;0.7886103075656766;0.018540967518923545
myUSP;myUSP;spectral_15;recall;1.0;0.0
myUSP;myUSP;spectral_15;f1;0.8816936711138524;0.011555659557313351
myUSP;myUSP;spectral_15;auc;0.9448541666666668;0.02046858831573123
myUSP;myUSP;combined_15;accuracy;0.8259574468085107;0.024881793882627613
myUSP;myUSP;combined_15;precision;0.7979544916937295;0.023131947933166943
myUSP;myUSP;combined_15;recall;0.998125;0.008637671850678283
myUSP;myUSP;combined_15;f1;0.8866909969760942;0.014746925215053355
myUSP;myUSP;combined_15;auc;0.9416458333333334;0.025194546849908267
myUSP;myUSP;sep_15_raw;accuracy;0.8174468085106383;0.025563809865320152
myUSP;myUSP;sep_15_raw;precision;0.7892589664736422;0.02343957252775198
myUSP;myUSP;sep_15_raw;recall;1.0;0.0
myUSP;myUSP;sep_15_raw;f1;0.8820274312266332;0.01461302303294957
myUSP;myUSP;sep_15_raw;auc;0.9366041666666667;0.02365708249305762
myUSP;myUSP;sep_15_a01;accuracy;0.8182978723404255;0.02260131357428
myUSP;myUSP;sep_15_a01;precision;0.7900339713296693;0.020851988359970583
myUSP;myUSP;sep_15_a01;recall;0.9996875;0.003109335740958187
myUSP;myUSP;sep_15_a01;f1;0.8824270355984706;0.012992675073588337
myUSP;myUSP;sep_15_a01;auc;0.9466666666666668;0.02221071750804603
myUSP;myUSP;sep_15_a02;accuracy;0.8187234042553192;0.023010222697184297
myUSP;myUSP;sep_15_a02;precision;0.7924396840404317;0.020844388453358426
myUSP;myUSP;sep_15_a02;recall;0.9953125;0.0111584819195982
myUSP;myUSP;sep_15_a02;f1;0.8821866864021473;0.013594553884044187
myUSP;myUSP;sep_15_a02;auc;0.9352291666666664;0.02400103983569139
